ID	Dist.(miles)	Alt(ft)	Time
AA5BFD/N767ER  	2.5	400	2022-01-13 02:45:27.800000
A0373E/N1129K  	1.1	1375	2022-01-13 02:48:59.800000
AA5BFD/N767ER  	2.4	400	2022-01-13 02:50:39.800000
A3866D/DAL1044 	0.6	23475	2022-01-13 02:53:24.800000
A74429/N5676V  	0.9	1850	2022-01-13 02:56:41.800000
AB1C04/AAL947  	0.7	24050	2022-01-13 03:00:56.800000
A864E1/N64WL   	1.4	1700	2022-01-13 03:01:12.800000
ABB810/ASA198  	0.6	25400	2022-01-13 03:12:27.800000
A6B790/N53176  	1.3	725	2022-01-13 03:13:38.800000
A0757F/DAL773  	0.6	20175	2022-01-13 03:13:55.800000
A013EE/DAL720  	0.6	22575	2022-01-13 03:14:57.800000
ADA336/AAL650  	0.6	23000	2022-01-13 03:15:52.800000
AA422C/N760GP  	2.1	625	2022-01-13 03:19:11.800000
A612A6/UAL1581 	0.6	25200	2022-01-13 03:19:30.800000
AB6B02/AAL1442 	0.6	23325	2022-01-13 03:21:01.800000
A2479F/SKW5039 	2.4	22000	2022-01-13 03:22:41.800000
A583F5/UAL1811 	0.6	21800	2022-01-13 03:26:18.800000
A6B790/N53176  	1.4	700	2022-01-13 03:26:44.800000
A6B790/N53176  	2.1	575	2022-01-13 03:32:47.800000
A3EE0B/UPS905  	1.9	22875	2022-01-13 03:34:51.800000
AC7543/N9010H  	1.6	5800	2022-01-13 03:37:15.800000
A6B790/N53176  	2.1	600	2022-01-13 03:39:50.800000
A26BB8/SKW4143 	0.6	24350	2022-01-13 03:44:18.800000
A6B790/N53176  	2.1	550	2022-01-13 03:47:55.800000
A0CAB1/FDX1379 	1.9	18025	2022-01-13 03:51:01.800000
A620B7/UAL1630 	0.6	26875	2022-01-13 03:53:33.800000
A6B790/N53176  	2.4	400	2022-01-13 03:55:03.800000
A8FC09/UAL1118 	0.1	36000	2022-01-13 03:55:43.800000
A6B790/N53176  	2.4	425	2022-01-13 03:59:54.800000
A6B790/N53176  	2.3	425	2022-01-13 04:06:00.800000
AA4200/SKW3051 	2.4	23075	2022-01-13 04:07:04.800000
A6B790/N53176  	2.3	400	2022-01-13 04:11:59.800000
A6B790/N53176  	2.4	400	2022-01-13 04:18:12.800000
A9047D/FRG9680 	2.4	24625	2022-01-13 04:18:51.800000
A6B790/N53176  	2.4	525	2022-01-13 04:20:19.800000
A5678E/N4474M  	1.4	8200	2022-01-13 04:25:40.800000
A6B790/N53176  	2.4	425	2022-01-13 04:25:45.800000
AA5237/AAL539  	1.7	23525	2022-01-13 04:34:19.800000
AC7419/NKS788  	0.5	28175	2022-01-13 04:35:12.800000
A0B5C5/FDX1100 	0.6	21425	2022-01-13 04:36:53.800000
A27326/SKW3826 	0.6	22675	2022-01-13 04:45:06.800000
ABB1DE/SWA2214 	0.6	27175	2022-01-13 04:48:33.800000
A9B2E9/1308    	0.7	25075	2022-01-13 05:02:55.800000
A82952/FDX1234 	0.6	25850	2022-01-13 05:08:43.800000
AD6FB5/N965LB  	0.6	5125	2022-01-13 05:18:08.800000
AC3434/N886AW  	1.4	17225	2022-01-13 05:32:20.800000
0D09BD/VOI920  	1.9	6850	2022-01-13 05:32:29.800000
A7167F	0.6	23150	2022-01-13 06:02:38.800000
AD7E6F/JBU100  	0.6	19525	2022-01-13 06:04:07.800000
A1CCC5/HAL74   	2.4	7500	2022-01-13 06:07:41.800000
ACAE2B/NKS310  	0.6	18850	2022-01-13 06:11:14.800000
A9A399/AAL362  	0.6	18650	2022-01-13 06:31:12.800000
A4C2F8/AAL2484 	0.6	23900	2022-01-13 07:00:30.800000
AD2517/SKW5456 	2.2	14750	2022-01-13 07:01:36.800000
A789BC/DAL309  	0.6	18100	2022-01-13 07:11:20.800000
A4B41C/AAL2091 	0.6	23575	2022-01-13 07:13:50.800000
A98445/JBU132  	0.6	21325	2022-01-13 07:19:08.800000
A4462E/DAL1157 	0.6	22525	2022-01-13 07:33:23.800000
A694C4/N523HB  	2.1	1350	2022-01-13 07:41:15.800000
A684B5/AAL1071 	0.6	21700	2022-01-13 07:42:06.800000
A694C4/N523HB  	1.7	1475	2022-01-13 07:46:55.800000
A92FA3/NKS1200 	0.6	23000	2022-01-13 07:49:52.800000
A694C4/N523HB  	2.4	1225	2022-01-13 07:50:55.800000
0D0A8D/AMX787  	2.1	35000	2022-01-13 07:52:10.800000
0D09BD/VOI921  	2.2	23825	2022-01-13 07:53:31.800000
A894F2/JBU2797 	0.6	21900	2022-01-13 08:01:41.800000
A92361/UAL1734 	2.5	23125	2022-01-13 08:10:02.800000
AA9BB8/AAL340  	0.6	20625	2022-01-13 08:37:22.800000
ACC3B4/AAL496  	0.6	20350	2022-01-13 08:52:14.800000
A87CBB/NKS130  	0.6	21750	2022-01-13 08:55:04.800000
A67538/NKS460  	0.6	24475	2022-01-13 09:09:49.800000
A742C2/AAL2333 	0.6	19675	2022-01-13 09:34:44.800000
A526ED/ATN3513 	2.4	7500	2022-01-13 10:25:54.800000
A694C4/N523HB  	1.5	1275	2022-01-13 10:51:51.800000
A0C3FC/GTI3719 	2.4	7475	2022-01-13 11:03:19.800000
A8DB0B/SWQ1914 	0.6	20050	2022-01-13 12:48:40.800000
A13B1E/FDX456  	0.6	20750	2022-01-13 13:50:11.800000
A9876E/CKS362  	0.7	21400	2022-01-13 13:54:48.800000
ACE6DF/NKS591  	0.8	23475	2022-01-13 14:05:04.800000
A44917/UAL2616 	0.6	21850	2022-01-13 14:06:55.800000
A03423/FDX855  	0.6	24100	2022-01-13 14:12:16.800000
AC22C5/AAL2811 	0.6	21775	2022-01-13 14:19:53.800000
A80287/NKS868  	0.6	22475	2022-01-13 14:30:07.800000
A6F00D/AAL2027 	0.6	22025	2022-01-13 14:35:04.800000
AB4541/N825US  	1.9	1075	2022-01-13 14:37:31.800000
A5CE0F/UPS2901 	0.6	21575	2022-01-13 14:41:46.800000
AACB4E/N795HG  	0.6	20725	2022-01-13 14:50:40.800000
A66316/SKW6257 	0.2	20500	2022-01-13 14:53:26.800000
A542D7/SWA3897 	1.4	29325	2022-01-13 14:54:20.800000
A6975A	1.7	1100	2022-01-13 14:59:47.800000
A6975A	2.4	0	2022-01-13 15:01:04.800000
A9C508/AAL1268 	0.7	23875	2022-01-13 15:01:41.800000
A99293/CKS364  	0.7	23975	2022-01-13 15:05:07.800000
A959DF/SKW3281 	0.8	16375	2022-01-13 15:09:09.800000
A52E50/AAL769  	1.8	23300	2022-01-13 15:10:06.800000
A0BD33/FDX3619 	0.7	19525	2022-01-13 15:16:24.800000
A04E24/FDX3118 	0.6	22825	2022-01-13 15:19:11.800000
AB4541/N825US  	0.5	1550	2022-01-13 15:25:25.800000
AB6851/DAL324  	0.6	21325	2022-01-13 15:25:41.800000
A752B3/LXJ571  	0.6	27500	2022-01-13 15:29:46.800000
A10614/AAL1952 	0.6	18325	2022-01-13 15:32:17.800000
A3B3DF/DAL369  	0.6	19300	2022-01-13 15:37:52.800000
A6AADF/FDX815  	1.0	22775	2022-01-13 15:44:18.800000
AB635D/SWA5127 	0.5	20025	2022-01-13 15:45:37.800000
AB2760/DAL703  	0.6	20725	2022-01-13 15:47:07.800000
A102B0/N164Y   	1.3	5800	2022-01-13 15:49:51.800000
A0373E/N1129K  	1.5	1525	2022-01-13 15:50:25.800000
AA67E1/00000000	1.5	10725	2022-01-13 15:52:17.800000
A8BF73/AAL642  	0.6	22775	2022-01-13 15:55:30.800000
A0FE65/DCM269  	2.5	1575	2022-01-13 15:58:18.800000
A08446/SKW5411 	0.6	22875	2022-01-13 15:59:34.800000
A7818F/FDX849  	0.8	24300	2022-01-13 16:03:04.800000
ABBD69/N8558P  	1.4	2000	2022-01-13 16:04:37.800000
AAAD8F/SWA5176 	0.6	22800	2022-01-13 16:17:02.800000
A5502B/AAL2459 	0.6	22100	2022-01-13 16:20:35.800000
A21636/N2331X  	2.2	500	2022-01-13 16:24:01.800000
A997CC/DAL454  	0.7	19650	2022-01-13 16:25:21.800000
A06E11/DAL772  	0.6	19350	2022-01-13 16:37:46.800000
A2B348/SKW103R 	0.9	22300	2022-01-13 16:40:45.800000
A445F0/UAL1276 	0.6	22375	2022-01-13 16:46:03.800000
A288FF/UAL1621 	0.6	22975	2022-01-13 16:53:20.800000
A6B414/N5309V  	1.5	5800	2022-01-13 17:05:55.800000
A21636/N2331X  	2.0	400	2022-01-13 17:07:14.800000
A4F790/SWA3126 	0.6	24075	2022-01-13 17:10:01.800000
A21636/N2331X  	2.3	400	2022-01-13 17:12:11.800000
A4DEF4/N41270  	1.9	1100	2022-01-13 17:14:50.800000
A3A235/DAL986  	1.1	20350	2022-01-13 17:15:20.800000
A64200/N502GM  	0.3	17875	2022-01-13 17:15:51.800000
A42020/DAL1041 	2.4	19900	2022-01-13 17:16:42.800000
A4EE2E/AAL1775 	0.5	19250	2022-01-13 17:18:20.800000
A21636/N2331X  	1.8	400	2022-01-13 17:18:26.800000
AA422C/N760GP  	1.9	500	2022-01-13 17:19:21.800000
AC9FF2/AAL2511 	0.6	21975	2022-01-13 17:20:48.800000
A9DEC2/N735MS  	1.4	5700	2022-01-13 17:22:43.800000
A06A54/DAL548  	0.6	19675	2022-01-13 17:28:30.800000
A139D9/N1784R  	0.3	1975	2022-01-13 17:30:03.800000
A2355D/SKW3932 	0.6	20400	2022-01-13 17:37:04.800000
AC20E7/SWA1368 	0.6	17025	2022-01-13 17:38:29.800000
AA5F74/N768CB  	1.7	9200	2022-01-13 17:39:12.800000
A6B790/N53176  	1.1	1550	2022-01-13 17:40:29.800000
A8352B/NKS598  	0.7	23750	2022-01-13 17:40:54.800000
AA3994/AAL539  	0.7	21375	2022-01-13 17:42:54.800000
A21636/N2331X  	2.3	300	2022-01-13 17:44:44.800000
AC90A7/AAL2279 	0.6	16900	2022-01-13 17:45:34.800000
AA422C/N760GP  	1.8	525	2022-01-13 17:48:12.800000
A149AF/N182SE  	1.5	1500	2022-01-13 17:51:26.800000
A139D9/N1784R  	0.9	1500	2022-01-13 17:52:36.800000
A6CA2F/N5368H  	1.3	1400	2022-01-13 17:58:21.800000
A2378E/N242BH  	1.4	1350	2022-01-13 18:02:31.800000
A37A5D/N323KG  	1.3	1375	2022-01-13 18:03:03.800000
A694C4/N523HB  	0.3	600	2022-01-13 18:06:12.800000
A66A84/SKW6252 	1.7	21775	2022-01-13 18:07:44.800000
A28BC9/SKW3792 	0.6	21975	2022-01-13 18:12:27.800000
AC8AC8/N907SL  	1.9	1700	2022-01-13 18:15:19.800000
080010/R80010  	1.2	17125	2022-01-13 18:15:23.800000
A23FB0/N244JN  	1.6	9800	2022-01-13 18:16:08.800000
A65527/NKS816  	0.6	22250	2022-01-13 18:22:13.800000
A6CA2F/N5368H  	0.7	900	2022-01-13 18:24:28.800000
A43E5B/UAL2025 	0.7	25150	2022-01-13 18:24:42.800000
A9F2E1/N740DM  	0.6	18800	2022-01-13 18:30:54.800000
A1F595/SWA5964 	2.3	16725	2022-01-13 18:31:19.800000
A14D65/N183SD  	2.2	375	2022-01-13 18:32:57.800000
A4BF41/AAL2746 	0.8	23500	2022-01-13 18:36:52.800000
A5A21C/N462M   	1.5	23000	2022-01-13 18:40:56.800000
~358C15	1.9	600	2022-01-13 18:41:07.800000
A44E18/DAL671  	0.6	18250	2022-01-13 18:42:43.800000
AC8AC8/N907SL  	0.8	1600	2022-01-13 18:45:12.800000
AC8AC8/N907SL  	2.4	600	2022-01-13 18:48:25.800000
~3589E0	2.1	700	2022-01-13 18:51:29.800000
A9DEC2/N735MS  	2.2	3200	2022-01-13 18:53:20.800000
A92D6D/UAL253  	0.0	34000	2022-01-13 18:53:29.800000
AC8AC8/N907SL  	1.9	1200	2022-01-13 18:54:03.800000
A82300/N623SP  	0.3	3200	2022-01-13 18:54:56.800000
A2378E/N242BH  	1.5	950	2022-01-13 18:55:05.800000
~3589E0	2.1	400	2022-01-13 18:56:18.800000
A2378E/N242BH  	2.2	725	2022-01-13 18:56:37.800000
A4DEF4/N41270  	1.1	1000	2022-01-13 18:56:58.800000
AD9F7F/AAL2044 	0.6	18300	2022-01-13 18:57:00.800000
A149AF/N182SE  	0.2	1175	2022-01-13 18:57:55.800000
A4BE4C/N4043P  	1.6	375	2022-01-13 18:58:51.800000
A7101E/AAL1413 	0.2	17850	2022-01-13 19:00:11.800000
A2378E/N242BH  	0.8	1100	2022-01-13 19:00:14.800000
~3584B7	2.4	500	2022-01-13 19:00:14.800000
A4DEF4/N41270  	2.5	400	2022-01-13 19:00:42.800000
A952E0/N70GW   	1.3	20000	2022-01-13 19:00:44.800000
ADF099/N998CM  	0.7	16875	2022-01-13 19:01:52.800000
A4BE4C/N4043P  	2.4	275	2022-01-13 19:03:26.800000
AB81B5/ASA210  	2.1	20775	2022-01-13 19:04:21.800000
AB00A9/FDY803  	0.8	5725	2022-01-13 19:05:12.800000
A9D4DA/N7320J  	1.7	1300	2022-01-13 19:05:53.800000
A4DEF4/N41270  	2.2	600	2022-01-13 19:06:42.800000
A4BE4C/N4043P  	2.3	400	2022-01-13 19:07:49.800000
AD9AC9/JBU1700 	0.6	17575	2022-01-13 19:09:57.800000
ABAF1E/DAL1098 	2.4	20775	2022-01-13 19:10:57.800000
A6B790/N53176  	0.7	1275	2022-01-13 19:11:23.800000
A4DEF4/N41270  	1.7	700	2022-01-13 19:12:00.800000
A4BE4C/N4043P  	2.1	350	2022-01-13 19:12:36.800000
AA781F/CKS258  	0.7	22950	2022-01-13 19:12:48.800000
A71B43/AAL807  	0.6	19300	2022-01-13 19:15:31.800000
A6B790/N53176  	2.1	550	2022-01-13 19:15:40.800000
A4BE4C/N4043P  	2.4	225	2022-01-13 19:17:25.800000
A7167F/JBU1070 	0.6	21275	2022-01-13 19:17:43.800000
A4BE4C/N4043P  	2.3	375	2022-01-13 19:21:40.800000
A4BE4C/N4043P  	2.4	175	2022-01-13 19:24:23.800000
A6BA82/N5322J  	1.1	1100	2022-01-13 19:25:33.800000
AB0962/JCM810  	2.2	875	2022-01-13 19:28:02.800000
A96C72/SKW3121 	0.5	34200	2022-01-13 19:29:14.800000
A267F8/N254SP  	1.6	9800	2022-01-13 19:29:24.800000
AA6FCA/SWA2765 	0.7	18450	2022-01-13 19:36:10.800000
A368AB/N319EG  	1.5	5750	2022-01-13 19:43:05.800000
AC8C66/N9076Q  	1.5	8550	2022-01-13 19:44:15.800000
A517A1/SWA2325 	0.5	20825	2022-01-13 19:46:35.800000
A257AC/N250BW  	1.6	9975	2022-01-13 19:46:50.800000
A64304/N502SX  	1.9	24450	2022-01-13 19:51:59.800000
A86259	2.1	600	2022-01-13 19:52:11.800000
A41F8E/        	0.3	7600	2022-01-13 20:02:44.800000
AB92C4/DAL910  	0.6	20900	2022-01-13 20:06:41.800000
A4C2F8/AAL2851 	0.9	23900	2022-01-13 20:08:56.800000
A903CD/N680G   	2.1	3000	2022-01-13 20:16:53.800000
A903CD/N680G   	1.8	3225	2022-01-13 20:18:52.800000
A600E4/SWA2186 	0.1	29000	2022-01-13 20:19:12.800000
A46D4E/UAL1535 	0.6	22450	2022-01-13 20:19:27.800000
A9D70D/N733JW  	1.8	5900	2022-01-13 20:24:55.800000
A32867/SKW3701 	0.6	20350	2022-01-13 20:26:37.800000
A98134/NGF6520 	1.5	9000	2022-01-13 20:28:14.800000
A01B56/DAL483  	0.6	18150	2022-01-13 20:29:23.800000
ACE0D2/AAL1086 	0.6	23875	2022-01-13 20:32:12.800000
ACB54B/N918KG  	1.4	1275	2022-01-13 20:32:49.800000
A14D65/N183SD  	1.6	600	2022-01-13 20:34:17.800000
AAE9A3/DAL1193 	0.6	20200	2022-01-13 20:41:36.800000
AD8A23/N9713F  	2.1	5700	2022-01-13 20:42:20.800000
A126C7/N17304  	0.3	1025	2022-01-13 20:42:57.800000
A89155/N651KC  	1.2	1200	2022-01-13 20:46:17.800000
AD0520/FTH938  	0.5	21775	2022-01-13 20:54:24.800000
A82952/FDX3402 	0.6	26425	2022-01-13 20:56:52.800000
ABAAFE/SWA1723 	0.4	19975	2022-01-13 21:00:11.800000
A6BA82/N5322J  	0.8	1175	2022-01-13 21:05:29.800000
AC9731/ASH5751 	0.8	17525	2022-01-13 21:08:12.800000
ACDBEE/AAL1085 	2.0	17975	2022-01-13 21:09:34.800000
AAE8BA/N80156  	2.4	275	2022-01-13 21:13:36.800000
A12E80/UAL1241 	0.6	18450	2022-01-13 21:14:47.800000
A1FCF9/N227WC  	2.0	600	2022-01-13 21:14:54.800000
A3CF6D/UAL1284 	0.6	20500	2022-01-13 21:16:34.800000
AAE8BA/N80156  	2.4	250	2022-01-13 21:17:12.800000
AC9121/ASH5949 	0.4	15150	2022-01-13 21:17:56.800000
A1FCF9/N227WC  	2.0	475	2022-01-13 21:19:23.800000
A0E211/N156SH  	2.4	525	2022-01-13 21:20:01.800000
AA56B4/UAL1632 	0.6	17300	2022-01-13 21:20:32.800000
AAE8BA/N80156  	2.4	350	2022-01-13 21:20:50.800000
A1FCF9/N227WC  	2.0	650	2022-01-13 21:23:52.800000
A0E211/N156SH  	2.2	550	2022-01-13 21:24:36.800000
A0A545/UAL247  	0.6	21875	2022-01-13 21:24:48.800000
A1FCF9/N227WC  	1.9	625	2022-01-13 21:28:24.800000
A0E211/N156SH  	2.2	525	2022-01-13 21:29:03.800000
A9AFCF/N723ML  	2.5	0	2022-01-13 21:32:33.800000
A1FCF9/N227WC  	1.9	650	2022-01-13 21:32:59.800000
A0E211/N156SH  	2.1	525	2022-01-13 21:33:37.800000
A9AFCF/N723ML  	2.2	2075	2022-01-13 21:36:48.800000
AAE8BA/N80156  	2.0	500	2022-01-13 21:37:46.800000
A1FCF9/N227WC  	1.4	600	2022-01-13 21:39:18.800000
A10D82/AAL2354 	0.6	16850	2022-01-13 21:40:02.800000
A9D70D/N733JW  	1.6	5900	2022-01-13 21:41:49.800000
ABE6F4/N866US  	0.9	1200	2022-01-13 21:44:59.800000
ABEF79/SWA2391 	0.6	25225	2022-01-13 21:45:03.800000
A1FCF9/N227WC  	1.3	675	2022-01-13 21:45:54.800000
ABE6F4/N866US  	1.8	600	2022-01-13 21:49:02.800000
A1FCF9/N227WC  	2.0	600	2022-01-13 21:50:12.800000
A6ED49/N5453J  	2.4	1200	2022-01-13 21:53:26.800000
A1FCF9/N227WC  	1.9	600	2022-01-13 21:54:28.800000
A43EA6/UAL1097 	0.7	24250	2022-01-13 21:57:00.800000
AA92F9/UAL1688 	0.6	23600	2022-01-13 21:59:04.800000
A1FCF9/N227WC  	1.8	650	2022-01-13 21:59:51.800000
AC210E/SWA3413 	0.5	20575	2022-01-13 22:00:59.800000
A694C4/N523HB  	0.7	1125	2022-01-13 22:01:38.800000
AAAD49/SWA3400 	1.0	19525	2022-01-13 22:04:17.800000
A1FCF9/N227WC  	1.8	625	2022-01-13 22:04:47.800000
AA6DC3/N771LL  	2.2	550	2022-01-13 22:05:22.800000
A89155/N651KC  	0.0	1300	2022-01-13 22:06:50.800000
ACCD13/AAL1914 	0.6	20775	2022-01-13 22:07:18.800000
A1FCF9/N227WC  	1.7	650	2022-01-13 22:09:51.800000
AA6DC3/N771LL  	1.8	650	2022-01-13 22:10:33.800000
AB0091/N808LB  	1.2	500	2022-01-13 22:12:25.800000
A1FCF9/N227WC  	2.0	625	2022-01-13 22:14:22.800000
A98458/N712JW  	0.2	1550	2022-01-13 22:14:34.800000
AA6DC3/N771LL  	1.9	600	2022-01-13 22:14:53.800000
AE1193/GRZLY50 	0.1	24325	2022-01-13 22:15:57.800000
A1FCF9/N227WC  	2.0	675	2022-01-13 22:18:18.800000
A6B790/N53176  	1.0	1600	2022-01-13 22:19:05.800000
A26093/SKW3921 	0.6	20150	2022-01-13 22:19:17.800000
A1FCF9/N227WC  	2.0	625	2022-01-13 22:21:34.800000
A9D6E0/N733HA  	2.5	1025	2022-01-13 22:23:39.800000
ACF686/SWA5551 	0.6	25675	2022-01-13 22:24:04.800000
A9A266/00000000	1.5	10825	2022-01-13 22:25:37.800000
A5127C/LXJ426  	2.3	14800	2022-01-13 22:25:55.800000
A1FCF9/N227WC  	1.8	825	2022-01-13 22:26:25.800000
A22DEC/N24CV   	2.1	1400	2022-01-13 22:27:12.800000
A120C4/N172BR  	1.8	600	2022-01-13 22:28:19.800000
~35884C	2.3	1200	2022-01-13 22:28:55.800000
A1CB05/JBU1524 	0.6	19775	2022-01-13 22:30:08.800000
A24D56/N2477J  	1.5	6000	2022-01-13 22:31:05.800000
A1FCF9/N227WC  	1.9	700	2022-01-13 22:31:10.800000
ABA63E/N85NU   	0.6	15225	2022-01-13 22:33:30.800000
A22DEC/N24CV   	1.6	700	2022-01-13 22:39:44.800000
A65598/SKW6260 	0.7	18425	2022-01-13 22:42:50.800000
A67018/N5138V  	2.1	800	2022-01-13 22:43:05.800000
A6A425/NKS1964 	0.6	23800	2022-01-13 22:43:41.800000
A51D91/N429FF  	1.8	5800	2022-01-13 22:44:37.800000
A67018/N5138V  	1.9	800	2022-01-13 22:48:23.800000
A16F75/N1919   	1.5	9750	2022-01-13 22:48:54.800000
A206B6/N23FT   	1.6	30025	2022-01-13 22:57:04.800000
A8D249/DAL329  	0.6	23175	2022-01-13 22:59:41.800000
A14D65/N183SD  	1.6	475	2022-01-13 23:00:15.800000
A22DEC/N24CV   	1.4	900	2022-01-13 23:00:37.800000
A67018/N5138V  	1.9	800	2022-01-13 23:01:24.800000
A31122/SKW3931 	1.0	20425	2022-01-13 23:06:17.800000
A67018/N5138V  	1.9	800	2022-01-13 23:06:47.800000
A7EB78	1.6	1600	2022-01-13 23:07:03.800000
A126C7/N17304  	1.0	1875	2022-01-13 23:10:27.800000
A6C5A2/N5352D  	1.7	700	2022-01-13 23:17:11.800000
A67018/N5138V  	2.1	800	2022-01-13 23:19:47.800000
A6C5A2/N5352D  	1.5	700	2022-01-13 23:21:56.800000
A4BE4C/N4043P  	2.4	475	2022-01-13 23:24:27.800000
ABB12D/SWA4327 	0.6	22050	2022-01-13 23:24:57.800000
A67018/N5138V  	1.9	900	2022-01-13 23:25:21.800000
A17383/N193CA  	1.2	1350	2022-01-13 23:25:32.800000
A6C5A2/N5352D  	1.4	800	2022-01-13 23:27:11.800000
A4DEF4/N41270  	2.3	900	2022-01-13 23:29:37.800000
A67018/N5138V  	2.0	800	2022-01-13 23:31:00.800000
A08A1A/AAL1785 	1.3	19200	2022-01-13 23:32:11.800000
A6C5A2/N5352D  	1.5	800	2022-01-13 23:32:59.800000
A66316/SKW6265 	0.8	21000	2022-01-13 23:34:07.800000
A4DEF4/N41270  	1.7	600	2022-01-13 23:35:13.800000
A65B76/AAL2611 	0.8	20125	2022-01-13 23:36:34.800000
AA8469/SWA6173 	0.7	20950	2022-01-13 23:37:52.800000
A6C5A2/N5352D  	1.6	700	2022-01-13 23:38:26.800000
AE2F99/RAIDR47 	1.6	10825	2022-01-13 23:40:01.800000
A6C5A2/N5352D  	1.5	800	2022-01-13 23:44:09.800000
A74C35/N57BM   	1.7	600	2022-01-13 23:44:58.800000
AB0091/N808LB  	0.8	550	2022-01-13 23:45:20.800000
AAB212/N789BD  	1.7	10000	2022-01-13 23:47:35.800000
AA28F2/AAL1573 	0.6	20925	2022-01-13 23:48:07.800000
A6C5A2/N5352D  	1.6	800	2022-01-13 23:48:45.800000
A74C35/N57BM   	2.2	400	2022-01-13 23:50:08.800000
AA395B/SKW3104 	0.6	20000	2022-01-13 23:50:31.800000
A4A4EA/N399HC  	1.5	21000	2022-01-13 23:50:45.800000
A6C5A2/N5352D  	1.5	800	2022-01-13 23:53:01.800000
A74C35/N57BM   	1.6	600	2022-01-13 23:55:21.800000
AD8769/AAL624  	0.4	23175	2022-01-13 23:55:27.800000
A6C5A2/N5352D  	1.6	700	2022-01-13 23:57:24.800000
AA922B/SWA1029 	0.6	26200	2022-01-13 23:58:01.800000
A4EFDB/N417TS  	1.1	1275	2022-01-13 23:58:48.800000
A74C35/N57BM   	2.2	500	2022-01-13 23:58:48.800000
A6C5A2/N5352D  	1.6	600	2022-01-14 00:01:29.800000
AA7B10/SWA5580 	0.6	23100	2022-01-14 00:03:44.800000
A6C5A2/N5352D  	1.7	600	2022-01-14 00:05:40.800000
A74C35/N57BM   	2.3	500	2022-01-14 00:06:54.800000
A6C5A2/N5352D  	1.8	600	2022-01-14 00:09:50.800000
A9ED95/N739MH  	1.6	5825	2022-01-14 00:12:05.800000
A4190F/N363SP  	1.1	1600	2022-01-14 00:12:33.800000
A6C5A2/N5352D  	1.7	800	2022-01-14 00:14:16.800000
A6B790/N53176  	0.4	1225	2022-01-14 00:18:22.800000
A6C5A2/N5352D  	1.5	800	2022-01-14 00:19:06.800000
A74C35/N57BM   	2.4	500	2022-01-14 00:19:36.800000
A058B2/N121PD  	1.2	300	2022-01-14 00:21:30.800000
A6C5A2/N5352D  	1.8	700	2022-01-14 00:23:58.800000
A6C5A2/N5352D  	1.8	700	2022-01-14 00:28:08.800000
A9D6E0/N733HA  	1.3	1300	2022-01-14 00:28:44.800000
A74C35/N57BM   	2.0	700	2022-01-14 00:28:44.800000
ABC12A/SWA5722 	1.0	18500	2022-01-14 00:29:00.800000
A694C4/N523HB  	0.7	1025	2022-01-14 00:29:42.800000
A6C5A2/N5352D  	1.6	800	2022-01-14 00:32:47.800000
A6C5A2/N5352D  	1.8	700	2022-01-14 00:38:52.800000
A058B2/N121PD  	0.9	500	2022-01-14 00:40:49.800000
AB6EA5/AAL751  	0.6	18900	2022-01-14 00:40:56.800000
A6C5A2/N5352D  	1.7	700	2022-01-14 00:43:44.800000
A448DB/DAL1821 	1.8	6850	2022-01-14 00:46:28.800000
A17383/N193CA  	1.4	1425	2022-01-14 00:46:39.800000
A8EC57/UAL1928 	0.6	22800	2022-01-14 00:47:58.800000
A4BE4C/N4043P  	2.2	575	2022-01-14 00:51:58.800000
A4D7FD/N411BN  	2.1	900	2022-01-14 00:55:12.800000
AD8A23/N9713F  	1.5	7400	2022-01-14 00:56:26.800000
A9D6E0/N733HA  	0.4	1425	2022-01-14 01:01:23.800000
ADD66D/AAL1970 	0.6	21350	2022-01-14 01:01:46.800000
A144B4	2.2	1175	2022-01-14 01:02:30.800000
A058B2/N121PD  	1.2	300	2022-01-14 01:08:39.800000
A1FCF9/N227WC  	2.1	625	2022-01-14 01:08:58.800000
A1FCF9/N227WC  	2.1	675	2022-01-14 01:12:12.800000
A50F40/SWA159  	1.1	22925	2022-01-14 01:13:10.800000
AC8C66/N9076Q  	1.6	5825	2022-01-14 01:14:24.800000
AA80EB/SKY3185 	0.6	19275	2022-01-14 01:14:54.800000
AB00A9/FDY806  	2.3	8075	2022-01-14 01:15:14.800000
A9A266/00000000	1.5	10825	2022-01-14 01:19:18.800000
A1FCF9/N227WC  	1.6	800	2022-01-14 01:20:00.800000
A058B2/N121PD  	0.9	500	2022-01-14 01:21:54.800000
A1FCF9/N227WC  	2.3	600	2022-01-14 01:23:23.800000
A3866D/DAL1094 	0.6	19900	2022-01-14 01:23:26.800000
AE6014/KNIFE22 	1.2	5800	2022-01-14 01:25:22.800000
A1FCF9/N227WC  	2.3	575	2022-01-14 01:26:36.800000
A1FCF9/N227WC  	2.1	775	2022-01-14 01:27:56.800000
A1FCF9/N227WC  	2.5	600	2022-01-14 01:30:34.800000
A81050/N619BK  	0.6	1200	2022-01-14 01:32:14.800000
A2B6FF/SKW3562 	0.6	20900	2022-01-14 01:35:03.800000
A4795A/DAL477  	0.6	19050	2022-01-14 01:39:48.800000
AC821F/N905DW  	0.9	1750	2022-01-14 01:41:31.800000
AD14A3/AAL1029 	0.8	19725	2022-01-14 01:43:11.800000
A45586/DAL1101 	0.9	22425	2022-01-14 01:49:13.800000
