ID	Dist.(miles)	Alt(ft)	Time
ABD559/SWA4970 	0.6	24675	2022-01-14 01:50:59.800000
A66A84/SKW6254 	1.5	22625	2022-01-14 01:56:13.800000
A022C6/DAL773  	0.6	18200	2022-01-14 01:58:44.800000
ADB683/N983CH  	2.2	1500	2022-01-14 02:01:19.800000
A78140/N583CA  	1.5	5800	2022-01-14 02:02:54.800000
AAF0CE/AAL947  	0.6	23275	2022-01-14 02:12:34.800000
AA5F74/N768CB  	1.9	6575	2022-01-14 02:37:40.800000
A65527/NKS326  	0.8	22675	2022-01-14 02:46:19.800000
AA422C/N760GP  	2.0	650	2022-01-14 02:48:29.800000
ACB537/N918JM  	0.1	16800	2022-01-14 02:50:58.800000
AC6AC2/N9CX    	1.4	10800	2022-01-14 02:53:47.800000
A3A235/DAL1044 	0.6	22700	2022-01-14 02:54:21.800000
A77B76/AAL650  	0.6	21900	2022-01-14 02:58:12.800000
A78140/N583CA  	1.5	5800	2022-01-14 02:58:34.800000
A694C4/N523HB  	0.2	1250	2022-01-14 02:59:26.800000
AD945A/AAL788  	0.6	21150	2022-01-14 03:03:55.800000
A0757F/DAL720  	0.6	19725	2022-01-14 03:08:09.800000
A0B5C5/FDX1379 	0.7	19625	2022-01-14 03:16:26.800000
A12260/N172UC  	1.7	1200	2022-01-14 03:17:23.800000
AB6B02/AAL933  	0.6	21475	2022-01-14 03:18:24.800000
A59B5E/UAL1581 	0.6	22900	2022-01-14 03:20:58.800000
ACEEBC/SKW5039 	2.1	19675	2022-01-14 03:22:46.800000
A1FCF9/N227WC  	2.1	625	2022-01-14 03:25:59.800000
AA2BC2/UAL1811 	0.6	22650	2022-01-14 03:28:22.800000
A76683/UPS9757 	2.4	7550	2022-01-14 03:31:52.800000
A1FCF9/N227WC  	1.4	800	2022-01-14 03:32:04.800000
A65D06/SKW6243 	0.6	21025	2022-01-14 03:35:28.800000
A42466/UPS905  	0.1	21750	2022-01-14 03:36:43.800000
AAF931/N806LR  	1.5	6800	2022-01-14 03:36:51.800000
AB5EB7/N8312H  	1.4	8800	2022-01-14 03:37:53.800000
A612A6/UAL1630 	0.6	21650	2022-01-14 03:47:38.800000
A2C992/SKW4143 	0.6	20075	2022-01-14 03:52:26.800000
A6AADF/FDX1234 	0.6	24025	2022-01-14 03:56:55.800000
A24082/SKW3826 	0.6	20725	2022-01-14 04:06:06.800000
AA4200/SKW3051 	0.6	20100	2022-01-14 04:13:27.800000
A28BC9/SKW3906 	0.6	18775	2022-01-14 04:23:34.800000
AC7419/NKS788  	2.0	26825	2022-01-14 04:33:58.800000
A12260/N172UC  	2.5	400	2022-01-14 04:36:24.800000
A12260/N172UC  	2.4	500	2022-01-14 04:41:35.800000
ABEF98/SWA2214 	0.6	24475	2022-01-14 04:45:19.800000
A12260/N172UC  	2.2	500	2022-01-14 04:47:54.800000
A0E250/AAL1628 	0.6	18900	2022-01-14 04:48:59.800000
A81E4B/EDG622  	1.2	15025	2022-01-14 05:08:32.800000
ADC238/JBU888  	0.6	18225	2022-01-14 05:11:27.800000
A59662/N4593X  	0.7	4500	2022-01-14 06:03:41.800000
0D0AF1/VIV146  	1.6	8300	2022-01-14 06:07:37.800000
AD60B7/JBU100  	2.1	17450	2022-01-14 06:08:23.800000
A1A18F/HAL74   	2.4	7575	2022-01-14 06:12:40.800000
AD646E/JBU24   	0.6	18400	2022-01-14 06:22:53.800000
ABA7B0/DAL881  	2.0	20075	2022-01-14 06:35:29.800000
A9C508/AAL362  	0.2	21225	2022-01-14 06:37:25.800000
ACA306/NKS310  	1.8	21000	2022-01-14 06:42:40.800000
A48A83/DAL1157 	0.6	20100	2022-01-14 06:47:04.800000
A1ECFF/SKW5456 	2.3	14775	2022-01-14 07:02:01.800000
A4EA77/AAL2091 	0.6	21100	2022-01-14 07:04:23.800000
A4CA66/AAL2484 	2.0	20150	2022-01-14 07:08:20.800000
A4462E/DAL933  	0.6	21950	2022-01-14 07:16:35.800000
AA5237/AAL1442 	0.5	23625	2022-01-14 07:38:15.800000
A359BC/DAL403  	0.6	17850	2022-01-14 07:54:30.800000
A82952/FDX2650 	0.6	25325	2022-01-14 07:56:19.800000
A94B08/UAL1654 	1.8	18525	2022-01-14 07:59:28.800000
A0D72B/AAL1071 	0.6	17600	2022-01-14 08:03:48.800000
A41E29/UAL1734 	0.8	20250	2022-01-14 08:09:56.800000
ACA3A3/AAL496  	0.6	17125	2022-01-14 08:25:38.800000
A7DB08/NKS130  	0.6	20350	2022-01-14 08:52:16.800000
A641B6/DAL367  	0.6	19550	2022-01-14 09:04:33.800000
A658DE/NKS460  	0.6	22200	2022-01-14 09:06:55.800000
A76F43/UAL1442 	0.6	19600	2022-01-14 09:12:50.800000
ADB35C/JBU1424 	0.6	18825	2022-01-14 09:16:13.800000
AAA326/AAL340  	0.6	19850	2022-01-14 09:21:26.800000
AA50A0/CKS403  	0.6	24950	2022-01-14 09:25:52.800000
AD857E/AAL2333 	0.7	16900	2022-01-14 09:37:11.800000
A694C4/N523HB  	0.8	1450	2022-01-14 10:25:16.800000
A360EA/ATN3513 	2.4	7600	2022-01-14 10:48:57.800000
A77B6F/UPS4965 	2.4	7625	2022-01-14 12:30:45.800000
A8058A/FDX802  	2.4	7600	2022-01-14 12:34:03.800000
A280CD/UPS9867 	2.4	7625	2022-01-14 12:50:24.800000
A8DB0B/SWQ1914 	0.6	22325	2022-01-14 13:00:35.800000
A07F6A/FDX855  	0.7	19475	2022-01-14 13:02:14.800000
A9876E/CKS362  	0.7	22125	2022-01-14 13:40:07.800000
AC03FF/SWA3457 	0.6	18025	2022-01-14 13:46:55.800000
ACF204/NKS591  	0.6	21400	2022-01-14 14:02:09.800000
A5FD2D/SWA1711 	0.6	23650	2022-01-14 14:04:40.800000
A071EC/FDX691  	0.7	21650	2022-01-14 14:05:49.800000
A6B911/NKS1073 	0.7	22500	2022-01-14 14:08:27.800000
A12E80/UAL2616 	0.6	21175	2022-01-14 14:10:05.800000
ACCD13/AAL2431 	1.0	19700	2022-01-14 14:20:25.800000
ACD296/AAL2027 	0.9	20175	2022-01-14 14:26:27.800000
A437DA/DAL573  	0.9	17075	2022-01-14 14:28:59.800000
A704F9/AAL1499 	0.6	19250	2022-01-14 14:30:44.800000
A18A1C/FDX425  	0.7	25150	2022-01-14 14:33:15.800000
A99293/CKS364  	0.6	23075	2022-01-14 14:41:14.800000
E80242/LPE2476 	1.4	8625	2022-01-14 14:45:35.800000
0D08FD/VOI912  	2.1	8650	2022-01-14 14:47:13.800000
AD83B2/AAL2811 	0.9	20700	2022-01-14 14:47:19.800000
ACE60C/DAL703  	0.6	20750	2022-01-14 14:49:59.800000
A666CD/SKW6257 	0.6	20125	2022-01-14 14:58:37.800000
A30C46/FDX431  	0.7	20675	2022-01-14 15:03:04.800000
A3AA32/UPS5503 	0.6	22100	2022-01-14 15:07:23.800000
AA2D14/SKW3281 	0.3	18050	2022-01-14 15:09:43.800000
A84660/NKS631  	0.6	20500	2022-01-14 15:13:21.800000
A95D96/SKW210E 	0.6	20375	2022-01-14 15:25:20.800000
AB4489/DAL324  	0.6	23600	2022-01-14 15:27:51.800000
AD7DF5/N969DW  	1.5	8825	2022-01-14 15:32:45.800000
A24D56/N2477J  	1.8	5800	2022-01-14 15:36:58.800000
A9A266/00000000	2.1	8825	2022-01-14 15:38:42.800000
A17142/WSN90   	0.7	19575	2022-01-14 15:41:10.800000
A11EB7/AAL1952 	0.6	18125	2022-01-14 15:45:02.800000
A8CE4F/AAL642  	0.6	22250	2022-01-14 15:47:25.800000
C01E28/ACA790  	0.6	19850	2022-01-14 15:49:23.800000
A76622/EJA576  	0.6	26225	2022-01-14 15:51:01.800000
A5D782/N476BE  	1.0	1775	2022-01-14 15:55:45.800000
A05910/SKW5411 	0.6	20775	2022-01-14 16:05:01.800000
ABB52C/SWA4465 	0.6	27450	2022-01-14 16:06:55.800000
ACE7AA/SWA1777 	0.8	19175	2022-01-14 16:09:14.800000
A78140/N583CA  	1.1	1400	2022-01-14 16:10:51.800000
A0373E/N1129K  	1.1	1425	2022-01-14 16:13:51.800000
A4BBB0/N404CA  	0.1	1600	2022-01-14 16:14:34.800000
A78140/N583CA  	1.3	1450	2022-01-14 16:16:47.800000
AB00A9/FDY802  	2.4	7825	2022-01-14 16:20:29.800000
A4C2F8/AAL2459 	0.6	20275	2022-01-14 16:23:43.800000
A4BBB0/N404CA  	0.8	1500	2022-01-14 16:25:56.800000
0D0B10/VOI918  	1.9	8100	2022-01-14 16:29:05.800000
A29EB6/SWA2262 	0.9	23900	2022-01-14 16:29:17.800000
A997CC/DAL342  	0.9	22700	2022-01-14 16:32:03.800000
A4DEF4/N41270  	1.0	1500	2022-01-14 16:32:14.800000
A5540C/SWA2648 	0.7	24125	2022-01-14 16:33:57.800000
A2ED5A/SKW103R 	0.6	21975	2022-01-14 16:35:39.800000
A5E6FB/N48HM   	2.1	19250	2022-01-14 16:38:49.800000
A120C4/N172BR  	2.3	400	2022-01-14 16:40:14.800000
A4FC9A/MAA6846 	1.8	8650	2022-01-14 16:41:43.800000
A32E8C/DAL772  	0.5	21950	2022-01-14 16:42:03.800000
A65598/SKW6263 	0.6	21175	2022-01-14 16:43:46.800000
A0373E/N1129K  	0.6	1750	2022-01-14 16:48:39.800000
AB1FEA/N816CT  	2.3	5825	2022-01-14 16:48:46.800000
A85F29/UAL1276 	0.6	19700	2022-01-14 16:48:54.800000
A26F6F/SKW3932 	0.6	20225	2022-01-14 16:50:53.800000
A4DEF4/N41270  	0.7	1500	2022-01-14 16:52:19.800000
A23A02/UAL1621 	0.6	22625	2022-01-14 17:03:30.800000
ABD135/SWA5914 	0.7	21100	2022-01-14 17:06:29.800000
A887E0/NKS868  	0.6	20575	2022-01-14 17:09:51.800000
A42020/DAL986  	0.7	18775	2022-01-14 17:16:06.800000
A7D2E6/FDX815  	0.6	21275	2022-01-14 17:20:12.800000
A4ACAE/AAL1775 	0.6	19075	2022-01-14 17:22:34.800000
A3866D/DAL1041 	0.6	21100	2022-01-14 17:23:52.800000
A9DAAB/N734HW  	1.0	1075	2022-01-14 17:28:38.800000
A66CF7/DAL548  	0.6	20025	2022-01-14 17:29:29.800000
A20D36/N231LE  	1.9	900	2022-01-14 17:33:43.800000
A6BB7D/N5329Q  	1.6	22275	2022-01-14 17:36:19.800000
A0DDFB/AAL2279 	0.6	18450	2022-01-14 17:44:29.800000
A5D782/N476BE  	1.2	1450	2022-01-14 17:46:49.800000
AC3C40/N888HD  	1.3	1900	2022-01-14 17:49:01.800000
AB6B02/AAL539  	0.6	23350	2022-01-14 17:50:22.800000
AC2380/N881W   	1.1	1200	2022-01-14 17:50:54.800000
A7DB08/NKS598  	0.8	19850	2022-01-14 17:52:57.800000
A55627/DCM164  	0.8	23025	2022-01-14 17:54:25.800000
ADA7C6/N9792V  	1.9	1500	2022-01-14 17:54:56.800000
A694C4/N523HB  	0.8	1300	2022-01-14 17:55:08.800000
A4CE21/ASA1108 	1.0	20950	2022-01-14 17:55:32.800000
ABBA43/DAL638  	0.1	20700	2022-01-14 17:56:33.800000
A6BA82/N5322J  	2.4	475	2022-01-14 17:58:52.800000
A54AAA/AAL1989 	0.6	20250	2022-01-14 18:02:02.800000
A6BA82/N5322J  	2.4	525	2022-01-14 18:02:48.800000
ABFD23/SWA3611 	1.4	34000	2022-01-14 18:03:12.800000
AA395B/SKW3039 	0.6	21025	2022-01-14 18:03:14.800000
A66316/SKW6252 	0.6	20150	2022-01-14 18:06:09.800000
A6BA82/N5322J  	2.3	575	2022-01-14 18:06:42.800000
A6BA82/N5322J  	2.3	575	2022-01-14 18:11:18.800000
A17383/N193CA  	0.9	1450	2022-01-14 18:12:34.800000
A4E4FD/SWA2109 	0.5	18925	2022-01-14 18:13:16.800000
A3EF1B/UAL2025 	1.0	21525	2022-01-14 18:15:47.800000
A9D6E0/N733HA  	2.0	675	2022-01-14 18:16:51.800000
A658DE/NKS816  	0.8	20550	2022-01-14 18:17:47.800000
A6BA82/N5322J  	2.2	550	2022-01-14 18:18:46.800000
A2CFA2/SKW3792 	0.6	22725	2022-01-14 18:20:00.800000
A7F6F6/JBU516  	1.3	22925	2022-01-14 18:21:41.800000
A6B414/N5309V  	1.1	4800	2022-01-14 18:22:00.800000
A9D6E0/N733HA  	2.0	600	2022-01-14 18:22:27.800000
A6BA82/N5322J  	2.3	625	2022-01-14 18:23:04.800000
A9D6E0/N733HA  	2.0	625	2022-01-14 18:27:10.800000
A17527/AAL2044 	2.3	14950	2022-01-14 18:27:47.800000
ABD59A/SWA2275 	0.6	24675	2022-01-14 18:28:45.800000
A9D6E0/N733HA  	1.5	700	2022-01-14 18:32:55.800000
A4BE4C/N4043P  	2.4	375	2022-01-14 18:34:57.800000
A82BBD/N6254J  	1.5	5900	2022-01-14 18:36:02.800000
A9D6E0/N733HA  	2.0	700	2022-01-14 18:38:40.800000
A4BE4C/N4043P  	2.3	350	2022-01-14 18:40:09.800000
AC2380/N881W   	0.3	1700	2022-01-14 18:41:04.800000
AAE8BA/N80156  	2.3	450	2022-01-14 18:41:46.800000
AC45AC/DAL766  	0.6	19250	2022-01-14 18:42:01.800000
A1A801/N20575  	0.2	3375	2022-01-14 18:42:41.800000
AA839B/N777FX  	1.5	24000	2022-01-14 18:43:55.800000
A9D6E0/N733HA  	1.6	775	2022-01-14 18:44:00.800000
A4DD65/AAL2746 	1.1	22200	2022-01-14 18:44:14.800000
A4BE4C/N4043P  	2.4	400	2022-01-14 18:44:38.800000
A17383/N193CA  	0.1	1900	2022-01-14 18:46:50.800000
AA7E51/UAL1741 	1.0	20375	2022-01-14 18:46:55.800000
AAE8BA/N80156  	2.4	500	2022-01-14 18:47:19.800000
AD27F3/JBU324  	1.0	20875	2022-01-14 18:48:12.800000
A9D6E0/N733HA  	2.0	750	2022-01-14 18:49:16.800000
A02C40/AAL1379 	1.1	18000	2022-01-14 18:50:14.800000
A2EBBD/ASA492  	0.9	20575	2022-01-14 18:51:37.800000
AAE8BA/N80156  	2.5	325	2022-01-14 18:52:03.800000
A835E2/N628VT  	1.5	24000	2022-01-14 18:52:23.800000
A41C6B/N364NY  	0.9	13600	2022-01-14 18:52:49.800000
A5D5AE/SWA2300 	0.3	18900	2022-01-14 18:53:02.800000
A9D6E0/N733HA  	2.1	675	2022-01-14 18:53:57.800000
A35D73/DAL321  	0.6	18550	2022-01-14 18:54:34.800000
ACB636/AAL990  	0.6	19550	2022-01-14 18:55:57.800000
ACAE7C/N916RR  	1.6	1225	2022-01-14 18:56:24.800000
AAE8BA/N80156  	2.1	475	2022-01-14 18:57:42.800000
A9D6E0/N733HA  	2.1	725	2022-01-14 18:58:40.800000
AB7BA5/ASA210  	0.7	19850	2022-01-14 19:01:29.800000
AAE8BA/N80156  	2.0	450	2022-01-14 19:02:50.800000
A129DC/AAL1413 	0.6	17600	2022-01-14 19:03:26.800000
AB00A9/FDY803  	1.3	5825	2022-01-14 19:04:01.800000
A9D6E0/N733HA  	2.0	775	2022-01-14 19:04:35.800000
A41C6B/N364NY  	1.7	13600	2022-01-14 19:07:31.800000
A4DEF4/N41270  	1.4	700	2022-01-14 19:08:33.800000
AAE8BA/N80156  	2.0	500	2022-01-14 19:08:55.800000
A9D6E0/N733HA  	2.1	725	2022-01-14 19:10:35.800000
AB7613/AAL432  	0.2	37975	2022-01-14 19:11:10.800000
ADCD6D/JBU1700 	0.6	18925	2022-01-14 19:12:02.800000
A4DEF4/N41270  	2.3	600	2022-01-14 19:12:26.800000
AC03E2/SWA4804 	1.5	22900	2022-01-14 19:15:35.800000
A9D6E0/N733HA  	2.1	750	2022-01-14 19:16:07.800000
A178B8/N194TH  	1.7	5800	2022-01-14 19:18:02.800000
A0428A/AAL238  	0.6	19400	2022-01-14 19:18:39.800000
A7A2B1/N591SC  	1.4	1100	2022-01-14 19:19:39.800000
A782E4/AAL807  	0.6	19725	2022-01-14 19:20:11.800000
ACC742/N922TA  	0.8	4900	2022-01-14 19:22:32.800000
AC3C40/N888HD  	0.0	1300	2022-01-14 19:26:26.800000
A22275/N2369Z  	1.1	4900	2022-01-14 19:27:57.800000
A7BFA0/JBU1070 	0.7	19275	2022-01-14 19:30:40.800000
A3E314/N35GK   	1.9	1600	2022-01-14 19:31:35.800000
ACCE3C/NKS504  	0.8	21175	2022-01-14 19:31:52.800000
A759CE/N573CP  	0.9	1375	2022-01-14 19:32:24.800000
A0B369/N144VB  	1.5	11825	2022-01-14 19:34:21.800000
A28F80/SKW3701 	0.8	19825	2022-01-14 19:36:33.800000
A4C8A3/SWA5985 	0.6	20675	2022-01-14 19:37:59.800000
A03F24/DAL708  	0.7	20875	2022-01-14 19:40:30.800000
A9D75F/N733NC  	1.6	5825	2022-01-14 19:41:13.800000
AAE8BA/N80156  	2.4	450	2022-01-14 19:43:45.800000
A63B0B/N500MH  	1.6	8825	2022-01-14 19:44:55.800000
A3DC1E/N348ME  	2.1	1300	2022-01-14 19:47:32.800000
A519DA/N428FF  	1.6	5800	2022-01-14 19:49:33.800000
A834A5	2.5	2900	2022-01-14 19:52:06.800000
7C1673/N628HA  	1.2	2900	2022-01-14 19:52:54.800000
A8FBAD/N678YY  	1.5	5825	2022-01-14 19:54:08.800000
AB6513/N833SD  	0.3	1200	2022-01-14 19:54:45.800000
7C1673/N628HA  	0.5	3800	2022-01-14 19:55:06.800000
AA5BFD/N767ER  	2.5	450	2022-01-14 19:56:13.800000
AA5BFD/N767ER  	2.4	400	2022-01-14 20:00:48.800000
ACC267/ASH5751 	0.6	18625	2022-01-14 20:04:32.800000
ABFA65/DAL910  	0.6	20050	2022-01-14 20:08:35.800000
AA5BFD/N767ER  	2.4	500	2022-01-14 20:08:41.800000
A24B86/N247RQ  	1.5	1775	2022-01-14 20:11:32.800000
A1FD03/SWA4837 	0.7	18100	2022-01-14 20:12:12.800000
ACB622/FTH918  	0.6	24500	2022-01-14 20:13:13.800000
A12227/N172RW  	2.3	875	2022-01-14 20:14:30.800000
A82BBD/N6254J  	1.5	5900	2022-01-14 20:16:43.800000
A46CE1/UAL1535 	0.6	21400	2022-01-14 20:21:42.800000
A4C0DB/SKW3383 	1.1	30300	2022-01-14 20:22:18.800000
A4CA66/AAL2851 	0.7	22850	2022-01-14 20:22:50.800000
ABC60E/N858LD  	1.3	1400	2022-01-14 20:25:12.800000
ADA7C6/N9792V  	0.0	2200	2022-01-14 20:26:26.800000
A39D95/DAL483  	0.6	17375	2022-01-14 20:27:27.800000
ACADA0/N916GW  	0.4	10350	2022-01-14 20:27:40.800000
A1BCB7/N2106L  	0.6	1450	2022-01-14 20:33:17.800000
A1BCB7/N2106L  	1.8	875	2022-01-14 20:34:27.800000
AD3D4E/AAL1086 	0.6	23125	2022-01-14 20:34:50.800000
AA6ABC/N770TM  	0.6	21075	2022-01-14 20:37:10.800000
A6F164/N5466D  	2.4	700	2022-01-14 20:38:30.800000
A55218/AAL658  	0.6	23450	2022-01-14 20:39:25.800000
A9AFCF/N723ML  	2.3	400	2022-01-14 20:39:39.800000
A12227/N172RW  	0.5	1625	2022-01-14 20:44:15.800000
A9D6E0/N733HA  	1.0	1325	2022-01-14 20:44:33.800000
AC9E9F/ASH5949 	0.4	16900	2022-01-14 20:45:12.800000
A6F164/N5466D  	2.1	600	2022-01-14 20:49:53.800000
A4190F/N363SP  	1.9	900	2022-01-14 20:51:28.800000
A3A9AB/N335PD  	2.0	400	2022-01-14 20:57:12.800000
ABAF1E/DAL1196 	0.9	20775	2022-01-14 20:59:00.800000
A03765/AAL274  	0.6	21225	2022-01-14 21:00:35.800000
A3A9AB/N335PD  	2.5	400	2022-01-14 21:01:32.800000
A5114B/N4255T  	1.5	5850	2022-01-14 21:01:34.800000
A6CA2F/N5368H  	1.9	800	2022-01-14 21:03:15.800000
ABB222/SWA4292 	0.6	22525	2022-01-14 21:04:05.800000
A3A9AB/N335PD  	2.4	400	2022-01-14 21:06:02.800000
A0AA2B/AAL1085 	0.6	17675	2022-01-14 21:06:34.800000
A6CA2F/N5368H  	2.0	700	2022-01-14 21:07:31.800000
AC8CE5/AAL2354 	0.6	19050	2022-01-14 21:07:50.800000
A4F8AB/N4195W  	2.5	4475	2022-01-14 21:08:30.800000
A94236/NKS656  	0.7	22325	2022-01-14 21:08:47.800000
C05D9C/CGJLR   	0.6	26175	2022-01-14 21:10:01.800000
A4F0B2/N4171X  	1.0	1600	2022-01-14 21:10:17.800000
A6CA2F/N5368H  	2.1	800	2022-01-14 21:11:48.800000
A3A9AB/N335PD  	2.1	600	2022-01-14 21:12:11.800000
A4DEF4/N41270  	0.5	1600	2022-01-14 21:15:22.800000
A5AB88/N4645K  	1.1	1900	2022-01-14 21:15:37.800000
A61B14/N49285  	0.2	5400	2022-01-14 21:16:09.800000
A92361/UAL1284 	0.6	22900	2022-01-14 21:17:25.800000
A3A9AB/N335PD  	2.1	500	2022-01-14 21:18:03.800000
AB4541/N825US  	2.0	725	2022-01-14 21:19:13.800000
A3A9AB/N335PD  	2.4	600	2022-01-14 21:21:39.800000
A1FCF9/N227WC  	0.8	1900	2022-01-14 21:22:11.800000
A762D3/AAL767  	0.8	20900	2022-01-14 21:23:52.800000
A5AB88/N4645K  	0.5	1300	2022-01-14 21:24:26.800000
AAA1BB/SWA5595 	0.5	19575	2022-01-14 21:24:50.800000
AB4541/N825US  	1.4	725	2022-01-14 21:25:03.800000
C0371F/WJA1101 	0.6	22975	2022-01-14 21:25:05.800000
A6CA2F/N5368H  	1.1	900	2022-01-14 21:25:52.800000
A3A9AB/N335PD  	2.2	500	2022-01-14 21:26:59.800000
A3A9AB/N335PD  	2.4	400	2022-01-14 21:32:02.800000
A7888C/ASA6    	0.8	22325	2022-01-14 21:32:07.800000
A5AC61/N465CA  	1.5	6600	2022-01-14 21:33:22.800000
AA76EF/SWA3975 	0.6	15575	2022-01-14 21:33:22.800000
A4DEF4/N41270  	0.6	1200	2022-01-14 21:33:30.800000
AAE8BA/N80156  	2.2	575	2022-01-14 21:33:42.800000
A66346/AAL2184 	0.6	20000	2022-01-14 21:34:03.800000
A9AFCF/N723ML  	1.9	1100	2022-01-14 21:34:41.800000
AB7AE4/DAL323  	0.6	22775	2022-01-14 21:35:29.800000
A5AB88/N4645K  	1.5	900	2022-01-14 21:39:19.800000
A6CA2F/N5368H  	1.7	800	2022-01-14 21:40:17.800000
AAA593/UAL1632 	0.6	22075	2022-01-14 21:41:33.800000
ABE6F4/N866US  	0.9	1850	2022-01-14 21:42:00.800000
A6CA2F/N5368H  	2.0	600	2022-01-14 21:44:27.800000
AD60B7/JBU2885 	0.6	19575	2022-01-14 21:45:12.800000
A3DF1E/DAL567  	0.6	18800	2022-01-14 21:46:44.800000
A4F0B2/N4171X  	0.8	1075	2022-01-14 21:50:14.800000
A01FEE/AAL32   	1.1	19900	2022-01-14 21:50:30.800000
AA19B9/N75WW   	1.5	9875	2022-01-14 21:50:43.800000
A5AB88/N4645K  	1.2	900	2022-01-14 21:51:26.800000
A63B0B/N500MH  	1.5	9850	2022-01-14 21:52:34.800000
A24B86/N247RQ  	0.5	1450	2022-01-14 21:52:44.800000
A65408/AAL1925 	0.6	18125	2022-01-14 21:52:51.800000
A82A44/QXE9986 	0.6	21300	2022-01-14 21:54:08.800000
A178B8/N194TH  	1.6	8550	2022-01-14 21:55:19.800000
ABE6F4/N866US  	0.4	1800	2022-01-14 21:55:36.800000
A00000/N797ST  	2.0	1325	2022-01-14 21:55:47.800000
AAD3A8	2.0	1400	2022-01-14 21:55:57.800000
A183D6/N197TA  	0.2	1900	2022-01-14 21:56:43.800000
A9D6E0/N733HA  	0.6	1375	2022-01-14 22:01:11.800000
ABE6F4/N866US  	1.3	1200	2022-01-14 22:01:41.800000
C08217/CGXGW   	1.5	21225	2022-01-14 22:01:55.800000
A5BE8A/N4698R  	0.1	1425	2022-01-14 22:08:20.800000
A60C09/SWA5446 	0.7	23975	2022-01-14 22:09:00.800000
ABE6F4/N866US  	0.9	1175	2022-01-14 22:09:23.800000
A694C4/N523HB  	1.4	750	2022-01-14 22:10:08.800000
ABE6F4/N866US  	2.3	1100	2022-01-14 22:10:52.800000
A8CADB/DAL8929 	0.7	22525	2022-01-14 22:14:04.800000
A00000	0.2	2550	2022-01-14 22:14:14.800000
A774B7/N58MW   	0.6	21400	2022-01-14 22:17:16.800000
A4FD5E/N420TX  	0.7	27650	2022-01-14 22:17:47.800000
A3A9AB/N335PD  	2.0	500	2022-01-14 22:18:25.800000
A206E7/N23HS   	2.2	350	2022-01-14 22:19:07.800000
A00000/N797ST  	1.3	775	2022-01-14 22:22:35.800000
A3A9AB/N335PD  	2.2	500	2022-01-14 22:22:51.800000
A9A266/00000000	1.5	10875	2022-01-14 22:23:59.800000
A17383/N193CA  	1.8	1300	2022-01-14 22:24:55.800000
AAE8BA/N80156  	2.4	450	2022-01-14 22:26:07.800000
A6B790/N53176  	0.9	1550	2022-01-14 22:26:44.800000
A00000/N797ST  	2.5	550	2022-01-14 22:27:32.800000
A00000/N797ST  	2.5	650	2022-01-14 22:27:39.800000
A3A9AB/N335PD  	2.5	400	2022-01-14 22:28:44.800000
A61B14/N49285  	1.1	4400	2022-01-14 22:29:56.800000
A67018/N5138V  	1.9	900	2022-01-14 22:30:41.800000
AAE8BA/N80156  	2.3	450	2022-01-14 22:31:09.800000
A5449A/AAL2532 	0.7	18150	2022-01-14 22:31:58.800000
A00000/N797ST  	2.4	575	2022-01-14 22:32:34.800000
A67018/N5138V  	2.1	800	2022-01-14 22:35:43.800000
AAE8BA/N80156  	2.5	425	2022-01-14 22:36:18.800000
A5C4E2/ASA78   	0.6	20800	2022-01-14 22:39:16.800000
A3A9AB/N335PD  	1.5	700	2022-01-14 22:40:42.800000
A89155/N651KC  	1.3	1600	2022-01-14 22:44:03.800000
A3A9AB/N335PD  	2.1	700	2022-01-14 22:45:45.800000
A402DD/DAL1558 	2.0	18725	2022-01-14 22:46:02.800000
A1FCF9/N227WC  	0.3	1275	2022-01-14 22:51:06.800000
A16EBC/UAL516  	0.6	24925	2022-01-14 22:51:17.800000
A9B97A/N7257P  	2.2	900	2022-01-14 22:54:47.800000
~3587EA	1.6	800	2022-01-14 22:55:38.800000
A66A84/SKW6260 	0.6	20500	2022-01-14 22:55:38.800000
A9B97A/N7257P  	1.8	700	2022-01-14 22:56:03.800000
ABA3A4/N8490D  	2.4	650	2022-01-14 22:58:17.800000
A24082/SKW3931 	0.6	19800	2022-01-14 23:00:02.800000
A762B9/N575TV  	1.0	1350	2022-01-14 23:03:41.800000
A1A413/N2046K  	0.4	10350	2022-01-14 23:05:33.800000
A74D5A/N57PE   	2.4	1675	2022-01-14 23:08:40.800000
A944EA/N697CA  	1.5	5875	2022-01-14 23:08:58.800000
A8CEFA/N667HS  	0.4	20425	2022-01-14 23:15:11.800000
A89155/N651KC  	0.5	1300	2022-01-14 23:17:36.800000
A17383/N193CA  	0.8	1550	2022-01-14 23:18:26.800000
AD63A1/AAL1331 	2.1	19325	2022-01-14 23:19:07.800000
A0F2AC/N160LD  	0.8	14975	2022-01-14 23:20:14.800000
AA73E9/SWA2911 	0.6	19650	2022-01-14 23:21:11.800000
A17383/N193CA  	2.4	500	2022-01-14 23:22:05.800000
A0F4B5/DAL553  	0.6	19900	2022-01-14 23:22:49.800000
A38238/N325PR  	1.2	1425	2022-01-14 23:24:35.800000
A9E472/N7365X  	0.9	1650	2022-01-14 23:25:40.800000
A3A246/N333PN  	2.2	1500	2022-01-14 23:29:16.800000
A77507/N58RA   	0.5	1975	2022-01-14 23:31:32.800000
ABA3A4/N8490D  	2.4	475	2022-01-14 23:31:55.800000
AD424B/N9531D  	1.4	5700	2022-01-14 23:33:36.800000
A7753C/N58TD   	1.8	16400	2022-01-14 23:35:26.800000
